0,51.5092544230538,0.899006084932662,-0.161045358148015,-0.00281077174474547,0,-0
0.5,51.5092545128193,0.899006086499365,-0.1610453648574,-0.00281077186184633,0.0339565030005776,-0.00158376263063303
1,51.5092551412644,0.899006097467801,-0.161045391628918,-0.00281077232909747,0.21395885064011,-0.00521083230764464
1.5,51.5092566017394,0.8990061229579,-0.161045367785675,-0.00281077191295437,0.40269773948411,0.00927582395877987
2,51.5092590508916,0.899006165703668,-0.16104537264602,-0.0028107719977834,0.644577562145018,-0.00764037019752849
2.5,51.5092624212601,0.899006224527695,-0.161045374535294,-0.00281077203075745,0.823739679308223,0.00490229266643491
3,51.5092669600955,0.899006303745317,-0.161045321637869,-0.00281077110752322,1.14033420353256,0.00905492730840407
3.5,51.5092721501627,0.899006394329079,-0.161045217948652,-0.00281076929780498,1.16506621260497,0.0181375745995235
4,51.509277941893,0.899006495413842,-0.161045400868784,-0.00281077249036355,1.37535108431297,-0.0558749189687771
4.5,51.5092836218171,0.899006594547219,-0.161045706575778,-0.00281077782595713,1.18585758248753,-0.0330502176371172
5,51.5092890819325,0.899006689844211,-0.161045762367327,-0.00281077879970336,1.23535376697607,0.00996546294753519
5.5,51.5092948790063,0.899006791022235,-0.16104573023676,-0.00281077823891919,1.32817113394198,0.000608649521106259
6,51.5093007420831,0.899006893352229,-0.161045823867132,-0.00281077987307746,1.28816661248805,-0.0225276566014057
6.5,51.5093066243613,0.899006996017351,-0.161045742971955,-0.00281077846119026,1.32343329545168,0.034864795694397
7,51.5093120587309,0.899007090864994,-0.161045586033997,-0.00281077572210618,1.12931163031874,0.0126400941603079
7.5,51.5093177201476,0.899007189675355,-0.161045532174615,-0.00281077478208263,1.35108422551761,0.00386552427533555
8,51.5093234468029,0.899007289624346,-0.161045607837805,-0.00281077610265442,1.22052192156088,-0.0205662774179734
8.5,51.5093291260848,0.899007388746514,-0.161046012723278,-0.00281078316923901,1.293995092362,-0.0811774218643965
9,51.5093347166083,0.899007486319555,-0.161046364703053,-0.00281078931244498,1.20898830107606,-0.0262611419077775
9.5,51.5093404234599,0.899007585922907,-0.161045940079107,-0.00281078190135905,1.31249773217596,0.118615886408474
